637000101	Enterococcus faecalis V583	Bacteria	Finished
637000102	Pectobacterium atrosepticum SCRI1043	Bacteria	Finished
637000103	Erythrobacter litoralis HTCC2594	Bacteria	Finished
637000104	Escherichia coli O6:K15:H31 536 (UPEC)	Bacteria	Finished
637000105	Escherichia coli O6:K2:H1 CFT073 (UPEC)	Bacteria	Finished
637000107	Escherichia coli O157:H7 EDL933 (EHEC)	Bacteria	Finished
637000108	Escherichia coli O157:H7 Sakai (EHEC)	Bacteria	Finished
637000109	Escherichia coli UTI89 (UPEC)	Bacteria	Finished
637000110	Escherichia coli K12- W3110	Bacteria	Finished
637000111	Francisella tularensis holarctica LVS	Bacteria	Finished
637000112	Francisella tularensis holarctica OSU18	Bacteria	Finished
637000113	Francisella tularensis tularensis FSC 198	Bacteria	Finished
637000114	Francisella tularensis tularensis CHU S4	Bacteria	Finished
637000115	Frankia alni ACN14a	Bacteria	Finished
637000116	Frankia sp. CcI3	Bacteria	Finished
637000117	Fusobacterium nucleatum nucleatum ATCC 25586	Bacteria	Finished
637000118	Geobacillus kaustophilus HTA426	Bacteria	Finished
637000119	Geobacter metallireducens GS-15	Bacteria	Finished
637000120	Geobacter sulfurreducens PCA	Bacteria	Finished
637000121	Gloeobacter violaceus PCC 7421	Bacteria	Finished
637000122	Gluconobacter oxydans 621H	Bacteria	Finished
637000123	Granulibacter bethesdensis CGDNIH1	Bacteria	Finished
637000124	Haemophilus ducreyi 35000HP	Bacteria	Finished
637000125	Haemophilus influenzae NTHi 86-028NP	Bacteria	Finished
637000126	Haemophilus influenzae Rd (KW20)	Bacteria	Finished
637000127	Histophilus somni 129PT	Bacteria	Finished
637000128	Hahella chejuensis KCTC 2396	Bacteria	Finished
637000130	Helicobacter acinonychis Sheeba	Bacteria	Finished
637000131	Helicobacter hepaticus 3B1, ATCC 51449	Bacteria	Finished
637000132	Helicobacter pylori 26695	Bacteria	Finished
637000133	Helicobacter pylori HPAG1	Bacteria	Finished
637000134	Helicobacter pylori J99	Bacteria	Finished
637000135	Hyphomonas neptunium ATCC 15444	Bacteria	Finished
637000136	Idiomarina loihiensis L2TR	Bacteria	Finished
637000137	Jannaschia sp. CCS1	Bacteria	Finished
637000138	Lactobacillus acidophilus NCFM	Bacteria	Finished
637000139	Lactobacillus delbrueckii bulgaricus ATCC 11842	Bacteria	Finished
637000140	Lactobacillus johnsonii NCC 533	Bacteria	Finished
637000141	Lactobacillus plantarum WCFS1	Bacteria	Finished
637000142	Lactobacillus sakei sakei 23K	Bacteria	Finished
637000143	Lactobacillus salivarius salivarius UCC118	Bacteria	Finished
637000144	Lactococcus lactis lactis Il1403	Bacteria	Finished
637000145	Lawsonia intracellularis PHE/MN1-00	Bacteria	Finished
637000146	Legionella pneumophila Lens	Bacteria	Finished
637000147	Legionella pneumophila Paris	Bacteria	Finished
637000148	Legionella pneumophila pneumophila Philadelphia-1	Bacteria	Finished
637000149	Leifsonia xyli xyli CTCB07	Bacteria	Finished
637000150	Leptospira interrogans sv Copenhageni Fiocruz L1-130	Bacteria	Finished
637000151	Leptospira interrogans sv Lai 56601	Bacteria	Finished
637000152	Listeria innocua Clip11262	Bacteria	Finished
637000153	Listeria monocytogenes EGD-e	Bacteria	Finished
637000154	Listeria monocytogenes 4b F2365	Bacteria	Finished
637000155	Magnetospirillum magneticum AMB-1	Bacteria	Finished
637000156	Basfia succiniciproducens MBEL55E	Bacteria	Finished
637000157	Maricaulis maris MCS10	Bacteria	Finished
637000158	Mesoplasma florum L1	Bacteria	Finished
637000159	Mesorhizobium loti MAFF303099	Bacteria	Finished
637000160	Chelativorans sp. BNC1	Bacteria	Finished
637000165	Methylobacillus flagellatus KT	Bacteria	Finished
637000166	Methylococcus capsulatus Bath	Bacteria	Finished
637000167	Moorella thermoacetica ATCC 39073	Bacteria	Finished
637000168	Mycobacterium avium paratuberculosis K-10	Bacteria	Finished
637000169	Mycobacterium bovis AF2122/97	Bacteria	Finished
637000170	Mycobacterium leprae TN	Bacteria	Finished
637000171	Mycobacterium sp. MCS	Bacteria	Finished
637000172	Mycobacterium tuberculosis CDC1551	Bacteria	Finished
637000173	Mycobacterium tuberculosis H37Rv (lab strain)	Bacteria	Finished
637000174	Mycoplasma capricolum capricolum ATCC 27343	Bacteria	Finished
637000175	Mycoplasma gallisepticum R(low)	Bacteria	Finished
637000176	Mycoplasma genitalium G37	Bacteria	Finished
637000177	Mycoplasma hyopneumoniae 232	Bacteria	Finished
637000178	Mycoplasma hyopneumoniae 7448	Bacteria	Finished
637000179	Mycoplasma hyopneumoniae J	Bacteria	Finished
637000180	Mycoplasma mobile 163K	Bacteria	Finished
637000181	Mycoplasma mycoides mycoides SC PG1	Bacteria	Finished
637000182	Mycoplasma penetrans HF-2	Bacteria	Finished
637000183	Mycoplasma pneumoniae M129	Bacteria	Finished
637000184	Mycoplasma pulmonis UAB CTIP	Bacteria	Finished
637000185	Mycoplasma synoviae 53	Bacteria	Finished
637000186	Myxococcus xanthus DK 1622	Bacteria	Finished
637000188	Neisseria gonorrhoeae FA 1090	Bacteria	Finished
637000189	Neisseria meningitidis MC58	Bacteria	Finished
637000190	Neisseria meningitidis Z2491	Bacteria	Finished
637000191	Neorickettsia sennetsu Miyayama	Bacteria	Finished
637000192	Nitrobacter hamburgensis X14	Bacteria	Finished
637000193	Nitrobacter winogradskyi Nb-255	Bacteria	Finished
637000194	Nitrosococcus oceani C-107, ATCC 19707	Bacteria	Finished
637000195	Nitrosomonas europaea ATCC 19718	Bacteria	Finished
637000196	Nitrosomonas eutropha C91	Bacteria	Finished
637000197	Nitrosospira multiformis ATCC 25196	Bacteria	Finished
637000198	Nocardia farcinica IFM 10152	Bacteria	Finished
637000199	Nostoc sp. PCC 7120	Bacteria	Finished
637000201	Oceanobacillus iheyensis HTE831	Bacteria	Finished
637000202	Candidatus Phytoplasma onion yellows OY-M	Bacteria	Finished
637000203	Pasteurella multocida multocida Pm70	Bacteria	Finished
637000204	Pelobacter carbinolicus DSM 2380	Bacteria	Finished
637000205	Pelodictyon luteolum DSM 273	Bacteria	Finished
637000206	Photobacterium profundum SS9	Bacteria	Finished
637000207	Photorhabdus luminescens laumondii TTO1	Bacteria	Finished
637000208	Polaromonas sp. JS666	Bacteria	Finished
637000209	Porphyromonas gingivalis W83	Bacteria	Finished
637000210	Prochlorococcus marinus MIT 9312	Bacteria	Finished
637000211	Prochlorococcus marinus MIT 9313	Bacteria	Finished
637000212	Prochlorococcus marinus NATL2A	Bacteria	Finished
637000213	Prochlorococcus marinus marinus CCMP1375	Bacteria	Finished
637000214	Prochlorococcus marinus pastoris CCMP1986	Bacteria	Finished
637000215	Propionibacterium acnes KPA171202	Bacteria	Finished
637000216	Pseudoalteromonas atlantica T6c	Bacteria	Finished
637000217	Pseudoalteromonas haloplanktis TAC125	Bacteria	Finished
637000218	Pseudomonas aeruginosa PAO1	Bacteria	Finished
637000219	Pseudomonas entomophila L48	Bacteria	Finished
637000220	Pseudomonas fluorescens Pf-5	Bacteria	Finished
637000221	Pseudomonas fluorescens Pf0-1	Bacteria	Finished
637000222	Pseudomonas putida KT2440	Bacteria	Finished
637000223	Pseudomonas syringae pv. phaseolicola 1448A	Bacteria	Finished
637000224	Pseudomonas syringae pv. syringae B728a	Bacteria	Finished
637000225	Pseudomonas syringae pv. tomato DC3000	Bacteria	Finished
637000226	Psychrobacter arcticus 273-4	Bacteria	Finished
637000227	Psychrobacter cryohalolentis K5	Bacteria	Finished
637000229	Cupriavidus necator JMP134	Bacteria	Finished
637000230	Cupriavidus metallidurans CH34	Bacteria	Finished
637000231	Ralstonia solanacearum GMI1000	Bacteria	Finished
637000234	Rhodococcus jostii RHA1	Bacteria	Finished
637000235	Rhodoferax ferrireducens T118	Bacteria	Finished
637000236	Rhodopirellula baltica SH 1	Bacteria	Finished
637000237	Rhodopseudomonas palustris BisB18	Bacteria	Finished
637000238	Rhodopseudomonas palustris BisB5	Bacteria	Finished
637000239	Rhodopseudomonas palustris CGA009	Bacteria	Finished
637000240	Rhodopseudomonas palustris HaA2	Bacteria	Finished
637000241	Rhodospirillum rubrum S1, ATCC 11170	Bacteria	Finished
637000242	Rickettsia bellii RML369-C	Bacteria	Finished
637000243	Rickettsia conorii Malish 7	Bacteria	Finished
637000244	Rickettsia felis URRWXCal2	Bacteria	Finished
637000245	Rickettsia prowazekii Madrid E	Bacteria	Finished
637000246	Rickettsia typhi Wilmington	Bacteria	Finished
637000248	Rubrobacter xylanophilus DSM 9941	Bacteria	Finished
637000249	Saccharophagus degradans 2-40	Bacteria	Finished
637000250	Salinibacter ruber M31, DSM 13855	Bacteria	Finished
637000251	Salmonella enterica enterica sv Choleraesuis SC-B67	Bacteria	Finished
637000252	Salmonella enterica enterica sv Paratyphi A, ATCC 9150	Bacteria	Finished
637000253	Salmonella enterica enterica sv Typhi Ty2	Bacteria	Finished
637000254	Salmonella enterica enterica sv Typhi CT18	Bacteria	Finished
637000255	Salmonella enterica enterica sv Typhimurium LT2 LT2	Bacteria	Finished
637000256	Shewanella denitrificans OS217	Bacteria	Finished
637000257	Shewanella frigidimarina NCIMB 400	Bacteria	Finished
637000258	Shewanella oneidensis MR-1	Bacteria	Finished
637000259	Shewanella sp. MR-4	Bacteria	Finished
637000260	Shewanella sp. MR-7	Bacteria	Finished
637000261	Shigella boydii Sb227	Bacteria	Finished
637000263	Shigella flexneri 2a 2457T	Bacteria	Finished
637000264	Shigella flexneri 2a 301	Bacteria	Finished
637000265	Shigella flexneri 5 8401	Bacteria	Finished
637000267	Ruegeria pomeroyi DSS-3	Bacteria	Finished
637000268	Ruegeria sp. TM1040	Bacteria	Finished
637000269	Ensifer meliloti 1021	Bacteria	Finished
637000270	Sodalis glossinidius morsitans	Bacteria	Finished
637000271	Sphingopyxis alaskensis RB2256	Bacteria	Finished
637000272	Staphylococcus aureus RF122	Bacteria	Finished
637000273	Staphylococcus aureus aureus COL	Bacteria	Finished
637000274	Staphylococcus aureus aureus MRSA252	Bacteria	Finished
637000275	Staphylococcus aureus aureus MSSA476	Bacteria	Finished
637000276	Staphylococcus aureus aureus MW2	Bacteria	Finished
637000277	Staphylococcus aureus aureus M	Bacteria	Finished
637000278	Staphylococcus aureus aureus N315	Bacteria	Finished
637000279	Staphylococcus aureus aureus NCTC 8325	Bacteria	Finished
637000280	Staphylococcus aureus aureus USA300	Bacteria	Finished
637000281	Staphylococcus epidermidis ATCC 12228	Bacteria	Finished
637000282	Staphylococcus epidermidis RP62A	Bacteria	Finished
637000284	Staphylococcus saprophyticus saprophyticus ATCC 15305	Bacteria	Finished
637000285	Streptococcus agalactiae 2603V/R	Bacteria	Finished
637000286	Streptococcus agalactiae A909, ATCC BAA-1138	Bacteria	Finished
637000287	Streptococcus agalactiae NEM316	Bacteria	Finished
637000288	Streptococcus mutans UA159	Bacteria	Finished
637000289	Streptococcus pneumoniae R6	Bacteria	Finished
637000290	Streptococcus pneumoniae TIGR4	Bacteria	Finished
637000291	Streptococcus pyogenes M1, GAS SF370	Bacteria	Finished
637000292	Streptococcus pyogenes M2, MGAS10270	Bacteria	Finished
637000293	Streptococcus pyogenes M6, MGAS10394	Bacteria	Finished
637000294	Streptococcus pyogenes M4, MGAS10750	Bacteria	Finished
637000295	Streptococcus pyogenes M12, MGAS2096	Bacteria	Finished
637000296	Streptococcus pyogenes M3, MGAS315	Bacteria	Finished
637000297	Streptococcus pyogenes M1, MGAS5005	Bacteria	Finished
637000298	Streptococcus pyogenes M28, MGAS6180	Bacteria	Finished
637000299	Streptococcus pyogenes M18, MGAS8232	Bacteria	Finished
637000300	Streptococcus pyogenes M12, MGAS9429	Bacteria	Finished
637000301	Streptococcus pyogenes M3 (SSI-1)	Bacteria	Finished
637000302	Streptococcus thermophilus CNRZ1066	Bacteria	Finished
637000303	Streptococcus thermophilus LMG  18311	Bacteria	Finished
637000304	Streptomyces avermitilis MA-4680	Bacteria	Finished
637000305	Streptomyces coelicolor A3(2)	Bacteria	Finished
637000306	Symbiobacterium thermophilum IAM 14863	Bacteria	Finished
637000307	Synechococcus elongatus PCC 6301	Bacteria	Finished
637000308	Synechococcus elongatus PCC 7942	Bacteria	Finished
637000309	Prochlorococcus sp. CC9311	Bacteria	Finished
637000310	Prochlorococcus sp. CC9605	Bacteria	Finished
637000311	Prochlorococcus sp. CC9902	Bacteria	Finished
637000312	Synechococcus sp. JA-2-3B	Bacteria	Finished
637000313	Synechococcus sp. JA-3-3Ab	Bacteria	Finished
637000314	Prochlorococcus sp. WH8102	Bacteria	Finished
637000315	Synechocystis sp. PCC 6803	Bacteria	Finished
637000316	Syntrophomonas wolfei Goettingen, DSM 2245B	Bacteria	Finished
637000317	Syntrophus aciditrophicus SB	Bacteria	Finished
637000318	Thermoanaerobacter tengcongensis MB4T	Bacteria	Finished
637000319	Thermobifida fusca YX	Bacteria	Finished
637000320	Thermosynechococcus elongatus BP-1	Bacteria	Finished
637000321	Thermotoga maritima MSB8	Bacteria	Finished
637000322	Thermus thermophilus HB27	Bacteria	Finished
637000323	Thermus thermophilus HB8	Bacteria	Finished
637000324	Thiobacillus denitrificans ATCC 25259	Bacteria	Finished
637000325	Thiomicrospira crunogena XCL-2	Bacteria	Finished
637000326	Sulfurimonas denitrificans DSM 1251	Bacteria	Finished
637000327	Treponema denticola ATTC 35405	Bacteria	Finished
637000328	Treponema pallidum pallidum Nichols	Bacteria	Finished
637000329	Trichodesmium erythraeum IMS101	Bacteria	Finished
637000330	Tropheryma whipplei TW08/27	Bacteria	Finished
637000331	Tropheryma whipplei Twist	Bacteria	Finished
637000332	Ureaplasma parvum sv 3, ATCC 700970	Bacteria	Finished
637000333	Vibrio cholerae O1 bv El Tor, N16961	Bacteria	Finished
637000334	Vibrio fischeri ES114	Bacteria	Finished
637000335	Vibrio parahaemolyticus RIMD 2210633	Bacteria	Finished
637000336	Vibrio vulnificus CMCP6	Bacteria	Finished
637000337	Vibrio vulnificus YJ016	Bacteria	Finished
637000338	Wigglesworthia glossinidia endosymbiont of Glossina brevipalpis	Bacteria	Finished
637000339	Wolbachia endosymbiont of Drosophila melanogaster	Bacteria	Finished
637000340	Wolbachia endosymbiont TRS of Brugia malayi	Bacteria	Finished
637000341	Wolinella succinogenes DSM 1740	Bacteria	Finished
637000342	Xanthomonas axonopodis pv. citri 306	Bacteria	Finished
637000343	Xanthomonas campestris pv campestris 8004	Bacteria	Finished
637000344	Xanthomonas campestris pv campestris ATCC 33913	Bacteria	Finished
637000345	Xanthomonas campestris pv vesicatoria 85-10	Bacteria	Finished
637000346	Xanthomonas oryzae pv. oryzae KACC10331	Bacteria	Finished
637000347	Xanthomonas oryzae pv oryzae MAFF 311018	Bacteria	Finished
637000348	Xylella fastidiosa 9a5c	Bacteria	Finished
637000349	Xylella fastidiosa Temecula1	Bacteria	Finished
637000350	Yersinia pestis Antiqua	Bacteria	Finished
637000351	Yersinia pestis CO-92	Bacteria	Finished
637000352	Yersinia pestis KIM 10	Bacteria	Finished
637000353	Yersinia pestis Nepal516	Bacteria	Finished
637000354	Yersinia pestis bv Microtus 91001	Bacteria	Finished
637000355	Yersinia pseudotuberculosis IP 32953	Bacteria	Finished
637000356	Zymomonas mobilis mobilis ZM4	Bacteria	Finished
639279301	Agrobacterium tumefaciens C58-Cereon	Bacteria	Finished
639279302	Agrobacterium tumefaciens C58-UWash	Bacteria	Finished
639279303	Bacillus licheniformis DSM 13 Goettingen	Bacteria	Finished
639279304	Bacillus licheniformis DSM 13 Novozymes	Bacteria	Finished
639279306	Corynebacterium glutamicum Kalinowski ATCC 13032	Bacteria	Finished
639279307	Corynebacterium glutamicum Nakagawa ATCC 13032	Bacteria	Finished
639279308	Ehrlichia ruminantium Welgevonden, ARC-OVI	Bacteria	Finished
639279309	Ehrlichia ruminantium Welgevonden, CIRAD	Bacteria	Finished
639279310	Pseudomonas aeruginosa UCBPP-PA14	Bacteria	Finished
639279312	Rhodopseudomonas palustris BisA53	Bacteria	Finished
639633001	Acidothermus cellulolyticus 11B	Bacteria	Finished
639633002	Acidovorax avenae citrulli AAC00-1	Bacteria	Finished
639633003	Acidovorax sp. JS42	Bacteria	Finished
639633004	Aeromonas hydrophila hydrophila ATCC 7966	Bacteria	Finished
639633005	Arthrobacter aurescens TC1	Bacteria	Finished
639633006	Arthrobacter sp. FB24	Bacteria	Finished
639633007	Azoarcus sp. BH72	Bacteria	Finished
639633008	Bacillus thuringiensis Al Hakam	Bacteria	Finished
639633009	Bartonella bacilliformis KC583	Bacteria	Finished
639633010	Bifidobacterium adolescentis ATCC 15703	Bacteria	Finished
639633012	Buchnera aphidicola Bp	Bacteria	Finished
639633014	Burkholderia cenocepacia HI2424	Bacteria	Finished
639633015	Burkholderia mallei SAVP1	Bacteria	Finished
639633016	Campylobacter fetus fetus 82-40	Bacteria	Finished
639633017	Campylobacter jejuni jejuni 81-176	Bacteria	Finished
639633018	Candidatus Carsonella ruddii PV	Bacteria	Finished
639633019	Candidatus Ruthia magnifica Cm	Bacteria	Finished
639633020	Chlorobium phaeobacteroides DSM 266	Bacteria	Finished
639633021	Clostridium novyi NT	Bacteria	Finished
639633022	Desulfovibrio vulgaris vulgaris DP4	Bacteria	Finished
639633024	Francisella tularensis novicida U112	Bacteria	Finished
639633025	Gramella forsetii KT0803	Bacteria	Finished
639633026	Halorhodospira halophila SL1	Bacteria	Finished
639633027	Lactobacillus brevis ATCC 367	Bacteria	Finished
639633028	Lactobacillus casei ATCC 334	Bacteria	Finished
639633029	Lactobacillus delbrueckii bulgaricus ATCC BAA-365	Bacteria	Finished
639633030	Lactobacillus gasseri ATCC 33323	Bacteria	Finished
639633031	Lactococcus lactis cremoris SK11	Bacteria	Finished
639633032	Leptospira borgpetersenii sv Hardjo-bovis JB197	Bacteria	Finished
639633033	Leptospira borgpetersenii sv Hardjo-bovis L550	Bacteria	Finished
639633034	Leuconostoc mesenteroides mesenteroides ATCC 8293	Bacteria	Finished
639633035	Listeria welshimeri sv 6b, SLCC5334	Bacteria	Finished
639633036	Magnetococcus sp. MC-1	Bacteria	Finished
639633037	Marinobacter aquaeolei VT8	Bacteria	Finished
639633039	Mycobacterium avium 104	Bacteria	Finished
639633040	Mycobacterium bovis BCG Pasteur 1173P2	Bacteria	Finished
639633041	Mycobacterium smegmatis MC2 155	Bacteria	Finished
639633042	Mycobacterium sp. KMS	Bacteria	Finished
639633044	Mycobacterium vanbaalenii PYR-1	Bacteria	Finished
639633045	Neisseria meningitidis FAM18	Bacteria	Finished
639633046	Nocardioides sp. JS614	Bacteria	Finished
639633047	Oenococcus oeni PSU-1	Bacteria	Finished
639633048	Paracoccus denitrificans PD1222	Bacteria	Finished
639633049	Pediococcus pentosaceus ATCC 25745	Bacteria	Finished
639633050	Pelobacter propionicus DSM 2379	Bacteria	Finished
639633051	Polaromonas naphthalenivorans CJ2	Bacteria	Finished
639633052	Psychromonas ingrahamii 37	Bacteria	Finished
639633055	Rhizobium leguminosarum bv. viciae 3841	Bacteria	Finished
639633056	Roseobacter denitrificans OCh 114	Bacteria	Finished
639633057	Shewanella amazonensis SB2B	Bacteria	Finished
639633058	Shewanella sp. ANA-3	Bacteria	Finished
639633059	Shewanella sp. W3-18-1	Bacteria	Finished
639633060	Solibacter usitatus Ellin6076	Bacteria	Finished
639633061	Streptococcus pneumoniae D39	Bacteria	Finished
639633062	Streptococcus thermophilus LMD-9	Bacteria	Finished
639633063	Syntrophobacter fumaroxidans MPOB	Bacteria	Finished
639633065	Verminephrobacter eiseniae EF01-2	Bacteria	Finished
640069301	Acinetobacter baumannii ATCC 17978	Bacteria	Finished
640069302	Actinobacillus pleuropneumoniae L20	Bacteria	Finished
640069303	Burkholderia mallei NCTC 10229	Bacteria	Finished
640069304	Burkholderia mallei NCTC 10247	Bacteria	Finished
640069305	Burkholderia pseudomallei 1106a	Bacteria	Finished
640069306	Burkholderia pseudomallei 668	Bacteria	Finished
640069307	Burkholderia vietnamiensis G4	Bacteria	Finished
640069308	Clostridium difficile 630 (epidemic type X)	Bacteria	Finished
640069309	Clostridium thermocellum ATCC 27405	Bacteria	Finished
640069310	Desulfotomaculum reducens MI-1	Bacteria	Finished
640069311	Francisella tularensis tularensis A.II, Wyoming, WY96-3418	Bacteria	Finished
640069312	Geobacillus thermodenitrificans NG80-2	Bacteria	Finished
640069313	Herminiimonas arsenicoxydans ULPAs1	Bacteria	Finished
640069315	Lactococcus lactis cremoris MG1363	Bacteria	Finished
640069319	Methylibium petroleiphilum PM1	Bacteria	Finished
640069320	Mycobacterium sp. JLS	Bacteria	Finished
640069321	Prochlorococcus marinus AS9601	Bacteria	Finished
640069322	Prochlorococcus marinus MIT 9301	Bacteria	Finished
640069323	Prochlorococcus marinus MIT 9303	Bacteria	Finished
640069324	Prochlorococcus marinus MIT 9515	Bacteria	Finished
640069325	Prochlorococcus marinus NATL1A	Bacteria	Finished
640069327	Rhodobacter sphaeroides 2.4.1	Bacteria	Finished
640069328	Rhodobacter sphaeroides ATCC 17029	Bacteria	Finished
640069329	Saccharopolyspora erythraea NRRL 2338 white	Bacteria	Finished
640069330	Shewanella baltica OS155	Bacteria	Finished
640069331	Shewanella loihica PV-4	Bacteria	Finished
640069333	Streptococcus pyogenes Manfredo (M5)	Bacteria	Finished
640069334	Streptococcus sanguinis SK36	Bacteria	Finished
640069335	Yersinia enterocolitica enterocolitica 8081	Bacteria	Finished
640427101	Acidiphilium cryptum JF-5	Bacteria	Finished
640427103	Bradyrhizobium sp. BTAi1	Bacteria	Finished
640427104	Bradyrhizobium sp. ORS278	Bacteria	Finished
640427105	Brucella ovis ATCC 25840	Bacteria	Finished
640427106	Caldicellulosiruptor saccharolyticus DSM 8903	Bacteria	Finished
640427107	Candidatus Vesicomyosocius okutanii HA	Bacteria	Finished
640427108	Clavibacter michiganensis michiganensis NCPPB 382	Bacteria	Finished
640427109	Clostridium botulinum type A - Hall	Bacteria	Finished
640427110	Corynebacterium glutamicum R	Bacteria	Finished
640427111	Dehalococcoides sp. BAV1	Bacteria	Finished
640427112	Dichelobacter nodosus VCS1703A	Bacteria	Finished
640427113	Enterobacter sp. 638	Bacteria	Finished
640427115	Geobacter uraniireducens Rf4	Bacteria	Finished
640427116	Haemophilus influenzae NTHi PittEE	Bacteria	Finished
